,SMILES,NRotBonds,xyz
84,CC1=CCC2(O)CC1C2(C)C,0,"27

C  -2.7146  -0.8992  -0.6648
C  -1.5420  -0.1601  -0.2089
C  -1.4828  1.1539  -0.2560
C  -0.2409  1.8844  0.2298
C  0.7131  0.8473  0.6998
O  1.8716  1.2866  1.3118
C  -0.0077  -0.1276  1.6080
C  -0.3785  -0.8933  0.3242
C  0.8948  -0.3178  -0.2514
C  0.8724  0.0140  -1.7039
C  2.1319  -1.0868  0.1274
H  -2.3675  -1.8754  -1.0877
H  -3.3246  -0.3552  -1.4137
H  -3.3353  -1.1817  0.2246
H  -2.2678  1.7941  -0.6235
H  0.1768  2.5003  -0.5961
H  -0.5493  2.4983  1.0938
H  2.1289  0.7085  2.0621
H  0.6108  -0.6943  2.3007
H  -0.9044  0.3099  2.1205
H  -0.4437  -1.9655  0.4263
H  -0.1250  -0.1147  -2.1834
H  1.2798  1.0392  -1.8603
H  1.5556  -0.6734  -2.2455
H  2.1563  -1.4082  1.1760
H  2.9995  -0.3842  -0.0105
H  2.2926  -1.8991  -0.5993"
85,CC1CCC=C1,0,"16

C  1.5255  0.5238  -0.3612
C  0.6620  -0.6844  -0.0902
C  -0.5802  -0.5771  -0.9475
C  -1.3129  0.5404  -0.2044
C  -1.0181  0.1572  1.2258
C  0.1071  -0.5391  1.2785
H  2.5788  0.2420  -0.5656
H  1.1499  1.0880  -1.2478
H  1.5731  1.2161  0.5247
H  1.1959  -1.6421  -0.2361
H  -1.1912  -1.4915  -0.8075
H  -0.3714  -0.3247  -1.9886
H  -0.8312  1.5089  -0.3669
H  -2.3711  0.4827  -0.4379
H  -1.6712  0.4426  2.0337
H  0.5550  -0.9429  2.1910"
86,CC1CCCC1,0,"18

C  -1.9403  0.2015  0.2949
C  -0.7300  -0.0508  -0.5356
C  0.0279  -1.2211  0.0671
C  1.4379  -0.7463  0.2436
C  1.3787  0.7561  0.3353
C  0.2299  1.0900  -0.6071
H  -1.7483  -0.1095  1.3455
H  -2.7482  -0.4872  -0.0696
H  -2.3414  1.2172  0.1978
H  -1.0319  -0.3294  -1.5776
H  -0.4170  -1.5393  1.0452
H  -0.0583  -2.1187  -0.5906
H  1.8607  -1.1065  1.2140
H  2.0775  -1.0194  -0.6023
H  1.1899  1.0898  1.3665
H  2.3312  1.1641  -0.0895
H  0.6869  1.1337  -1.6323
H  -0.2052  2.0757  -0.4052"
87,CC1CCCC1=O,0,"17

C  1.9657  -0.0914  -0.0866
C  0.6153  -0.3624  0.5200
C  -0.2609  -0.9740  -0.5503
C  -1.6187  -0.3560  -0.1968
C  -1.1614  1.1015  -0.0369
C  -0.0489  0.9099  0.9208
O  0.2378  1.6361  1.8189
H  1.8631  0.8157  -0.7342
H  2.7266  0.0641  0.7091
H  2.2701  -0.9444  -0.7308
H  0.6709  -1.0851  1.3635
H  -0.2964  -2.0636  -0.5207
H  -0.0157  -0.5669  -1.5609
H  -2.3439  -0.4705  -1.0004
H  -1.9221  -0.7477  0.7810
H  -1.9598  1.7471  0.3128
H  -0.7214  1.3874  -1.0085"
88,CC1(C)C=CC23CCCC(C)(CCC12)C3,0,"39

C  2.6883  -0.9243  0.8487
C  2.2466  0.1252  -0.0876
C  3.2460  0.2215  -1.2243
C  2.1878  1.4993  0.5142
C  0.9480  1.8425  0.7811
C  0.0581  0.7538  0.3955
C  -0.3069  -0.0429  1.6101
C  -1.8146  -0.1480  1.7491
C  -2.4716  -0.7145  0.5222
C  -1.9136  -0.0791  -0.7344
C  -3.0677  0.3622  -1.6373
C  -1.1039  -1.0559  -1.4969
C  0.2907  -1.2978  -0.9001
C  0.8659  0.0101  -0.6182
C  -1.1973  1.1865  -0.3211
H  3.7915  -1.0531  0.7565
H  2.2423  -1.8939  0.5545
H  2.4949  -0.7251  1.9168
H  4.2778  0.3505  -0.8415
H  3.1400  -0.6012  -1.9487
H  3.0213  1.1703  -1.7915
H  3.1151  2.0805  0.6798
H  0.6544  2.7901  1.2189
H  0.0288  0.5036  2.5342
H  0.1282  -1.0346  1.6726
H  -2.0613  -0.8506  2.5910
H  -2.1925  0.8353  2.0408
H  -2.3720  -1.8032  0.4712
H  -3.5699  -0.4817  0.6167
H  -2.6433  0.6307  -2.6181
H  -3.7849  -0.4710  -1.7713
H  -3.5685  1.2511  -1.2284
H  -0.9459  -0.6945  -2.5391
H  -1.6062  -2.0309  -1.4787
H  0.2474  -2.0266  -0.0990
H  0.8577  -1.7977  -1.7416
H  0.8258  0.6241  -1.5678
H  -0.8631  1.6944  -1.2691
H  -1.8731  1.7952  0.2713"
89,CC1CCCC2=CCC3C(C3(C)C)C12C,0,"39

C  0.7592  2.1286  1.0760
C  1.3484  0.9973  0.3342
C  2.0899  -0.0267  1.2034
C  3.0697  -0.7048  0.2774
C  2.4143  -1.3129  -0.9112
C  0.9342  -1.0994  -0.8856
C  0.0997  -2.0730  -1.1434
C  -1.3731  -1.7801  -1.0906
C  -1.4782  -0.9997  0.1815
C  -1.0375  0.3992  -0.3516
C  -2.0798  0.1959  0.5851
C  -2.0961  0.5170  2.0751
C  -3.5517  0.3431  0.1174
C  0.3740  0.2636  -0.5830
C  0.7475  0.9313  -1.9637
H  0.6626  1.9453  2.1711
H  1.4083  3.0641  1.0458
H  -0.1847  2.4932  0.6216
H  2.2146  1.4447  -0.2514
H  1.3942  -0.7766  1.6195
H  2.5935  0.5305  1.9921
H  3.8219  0.0445  -0.0644
H  3.5885  -1.4843  0.9106
H  2.6732  -2.3886  -0.9370
H  2.8054  -0.8696  -1.8409
H  0.4794  -3.0537  -1.3856
H  -1.9662  -2.7184  -1.0857
H  -1.6234  -1.2226  -2.0114
H  -0.8156  -1.4644  0.9756
H  -1.5398  0.6996  -1.3534
H  -2.9105  -0.1102  2.5385
H  -1.1784  0.1770  2.5891
H  -2.3621  1.5602  2.2322
H  -3.9801  1.2805  0.5043
H  -3.5516  0.3605  -0.9989
H  -4.0765  -0.5294  0.5268
H  1.8302  1.0240  -2.0388
H  0.2830  0.3150  -2.7593
H  0.2137  1.8990  -1.9212"
92,CC1CCCC2(C)CCCCC12O,0,"35

C  -2.4244  -0.8931  0.9780
C  -1.4588  -0.9499  -0.1911
C  -1.9217  -0.0787  -1.2976
C  -1.2761  1.2448  -1.4076
C  -0.7719  1.6737  -0.0618
C  0.3310  0.7210  0.3782
C  0.6388  1.1337  1.8259
C  1.5573  1.1037  -0.4208
C  2.6557  0.1499  -0.0448
C  2.2967  -1.1934  -0.5893
C  0.8676  -1.5341  -0.5963
C  -0.0365  -0.7084  0.2556
O  0.0192  -1.2630  1.5614
H  -3.3378  -0.3203  0.6681
H  -1.9728  -0.4531  1.8844
H  -2.7959  -1.8969  1.2707
H  -1.5040  -2.0138  -0.5729
H  -3.0307  0.0892  -1.1589
H  -1.8591  -0.5777  -2.3090
H  -0.4980  1.2533  -2.1841
H  -2.0263  2.0262  -1.7302
H  -0.2733  2.6755  -0.2041
H  -1.5915  1.7457  0.6481
H  1.0090  2.1737  1.7675
H  1.3341  0.4402  2.3077
H  -0.2806  1.1559  2.4378
H  1.8234  2.1502  -0.1329
H  1.4139  1.0513  -1.5024
H  3.5858  0.5196  -0.5615
H  2.8885  0.1352  1.0212
H  2.9464  -1.9477  -0.0563
H  2.6727  -1.2278  -1.6547
H  0.4195  -1.5542  -1.6330
H  0.7688  -2.6042  -0.2436
H  -0.1693  -2.2263  1.5481"
93,CC1=CCCC2(C)OC2CC(C)(C)C=CC1,0,"40

C  3.4323  -0.4615  0.6729
C  2.2674  -0.7308  -0.2252
C  1.6343  -1.8772  -0.0794
C  0.5033  -2.4564  -0.7536
C  -0.8751  -2.0134  -0.6837
C  -1.5673  -1.5997  0.5318
C  -1.9777  -2.6361  1.5415
O  -2.8440  -0.9277  0.0545
C  -1.9803  -0.1519  0.7259
C  -0.8323  0.6141  0.2730
C  -0.7506  2.0398  -0.0534
C  -1.4821  2.8912  0.9667
C  -1.2675  2.3569  -1.4626
C  0.7101  2.3531  -0.1011
C  1.7384  1.6941  -0.5428
C  1.9522  0.3846  -1.1798
H  3.1225  0.0007  1.6252
H  4.1860  0.2082  0.1707
H  4.0026  -1.4045  0.8931
H  2.0737  -2.5098  0.7369
H  0.5439  -3.5855  -0.5678
H  0.7855  -2.4546  -1.8666
H  -1.1439  -1.4464  -1.6400
H  -1.4962  -2.9557  -0.9656
H  -2.8863  -2.3881  2.0974
H  -2.1783  -3.5827  0.9741
H  -1.1805  -2.8261  2.3093
H  -2.2742  0.0232  1.8047
H  -0.6115  0.1733  -0.6912
H  -0.0823  0.5090  1.0973
H  -2.4592  3.2192  0.5181
H  -1.7405  2.2723  1.8440
H  -0.9001  3.7897  1.2354
H  -1.2482  1.4476  -2.0956
H  -0.6610  3.1713  -1.9128
H  -2.3051  2.6971  -1.4081
H  0.8910  3.3716  0.3426
H  2.7156  2.2502  -0.4053
H  2.9246  0.4402  -1.7970
H  1.2608  0.1009  -1.9836"
94,CC1=CC=CC=C1,0,"15

C  2.2089  0.0234  -0.0322
C  0.7240  0.0049  -0.0151
C  0.0048  -1.1632  -0.1404
C  -1.3754  -1.1860  -0.1251
C  -2.0944  -0.0160  0.0191
C  -1.3838  1.1591  0.1453
C  0.0023  1.1734  0.1290
H  2.6052  0.9144  0.5028
H  2.6263  -0.8595  0.5255
H  2.6285  -0.0259  -1.0518
H  0.5823  -2.0765  -0.2531
H  -1.9378  -2.1074  -0.2241
H  -3.1867  -0.0230  0.0324
H  -1.9539  2.0740  0.2582
H  0.5498  2.1081  0.2296"
95,CC1CCCCC1,0,"21

C  1.9688  0.6021  0.5394
C  1.0453  -0.1158  -0.4418
C  0.4370  -1.3454  0.1516
C  -1.0673  -1.3524  0.1138
C  -1.6639  -0.0514  0.5555
C  -1.1163  1.1368  -0.1774
C  0.0744  0.8466  -1.0206
H  2.3616  -0.1050  1.3091
H  1.4813  1.4881  0.9920
H  2.8717  0.9912  -0.0018
H  1.7156  -0.4611  -1.2835
H  0.7666  -2.2919  -0.3635
H  0.7564  -1.4874  1.2160
H  -1.4572  -1.6035  -0.8973
H  -1.4089  -2.1461  0.8035
H  -2.7615  -0.1040  0.3266
H  -1.6001  0.1005  1.6588
H  -1.8906  1.6104  -0.8500
H  -0.8817  1.9439  0.5691
H  0.6208  1.8237  -1.1694
H  -0.2518  0.5206  -2.0300"
96,CC1=CC=CC=C1C,0,"18

C  -1.4097  1.5611  -0.0295
C  -0.1780  0.7208  -0.0134
C  1.0704  1.3154  -0.0052
C  2.1940  0.5208  0.0097
C  2.1344  -0.8596  0.0169
C  0.8698  -1.4126  0.0083
C  -0.2851  -0.6463  -0.0067
C  -1.6052  -1.3465  -0.0150
H  -1.1873  2.6018  0.3136
H  -2.0959  1.1282  0.7264
H  -1.8421  1.6515  -1.0314
H  1.1517  2.3940  -0.0105
H  3.1753  0.9726  0.0163
H  3.0449  -1.4447  0.0287
H  0.8100  -2.4878  0.0138
H  -2.3244  -0.8994  0.6921
H  -1.4660  -2.4002  0.3037
H  -2.0570  -1.3690  -1.0179"
106,CC1CCCCC1=O,0,"20

C  2.2719  0.4289  0.5855
C  0.8121  0.2179  0.3659
C  0.4493  -1.2065  0.0233
C  -1.0447  -1.3134  0.0146
C  -1.7582  -0.0131  0.1095
C  -1.2529  1.0596  -0.7944
C  0.2564  1.0724  -0.7192
O  0.9132  1.7228  -1.4801
H  2.3985  1.4255  1.0717
H  2.8827  0.3409  -0.3254
H  2.6262  -0.3152  1.3134
H  0.2723  0.4806  1.2891
H  0.9527  -1.8827  0.7255
H  0.7887  -1.3969  -1.0381
H  -1.4324  -1.8566  -0.8785
H  -1.3283  -1.9178  0.9229
H  -1.8246  0.3767  1.1659
H  -2.8340  -0.2016  -0.1726
H  -1.5609  2.0431  -0.3525
H  -1.5881  0.9353  -1.8267"
107,CC1=CC=CC=C1O,0,"16

C  2.0639  -0.1331  -0.2282
C  0.5927  -0.1660  -0.0735
C  -0.0984  -1.3806  -0.0486
C  -1.4760  -1.3628  0.0981
C  -2.1845  -0.1693  0.2207
C  -1.4723  1.0101  0.1922
C  -0.1057  1.0142  0.0475
O  0.5577  2.2285  0.0255
H  2.3277  -0.0581  -1.2983
H  2.5497  0.6471  0.3960
H  2.4716  -1.1099  0.1559
H  0.4726  -2.3007  -0.1458
H  -1.9828  -2.3147  0.1139
H  -3.2630  -0.2114  0.3334
H  -1.9924  1.9508  0.2847
H  1.5392  2.3560  -0.0734"
114,CC1=C(C)C=CC=C1,0,"18

C  -1.6748  1.1891  0.0262
C  -0.3096  0.6589  -0.0254
C  -0.1260  -0.7040  0.0750
C  -1.3123  -1.5787  0.2309
C  1.1471  -1.2594  0.0319
C  2.2275  -0.4021  -0.1151
C  2.0818  0.9654  -0.2186
C  0.8062  1.4850  -0.1723
H  -2.1305  1.0117  -0.9910
H  -2.2939  0.8138  0.8415
H  -1.5889  2.3044  0.1404
H  -1.0344  -2.6057  0.5496
H  -2.0221  -1.2024  0.9898
H  -1.8632  -1.7154  -0.7396
H  1.2668  -2.3255  0.1121
H  3.2273  -0.8127  -0.1511
H  2.9294  1.6336  -0.3336
H  0.6697  2.5439  -0.2508"
115,CC1=CC=C(C)C=C1,0,"18

C  -2.9055  0.0426  0.2123
C  -1.4142  0.0066  0.0902
C  -0.6384  0.9263  0.7668
C  0.7373  0.9042  0.6629
C  1.3964  -0.0271  -0.1130
C  2.8801  -0.0454  -0.2208
C  0.6185  -0.9451  -0.7881
C  -0.7614  -0.9209  -0.6823
H  -3.3704  -0.1726  -0.7718
H  -3.1946  1.0605  0.5675
H  -3.2503  -0.6559  1.0070
H  -1.1196  1.6827  1.3936
H  1.3667  1.6276  1.1939
H  3.2132  0.6309  -1.0198
H  3.3619  0.2965  0.7327
H  3.2801  -1.0667  -0.3987
H  1.1427  -1.6830  -1.4031
H  -1.3424  -1.6610  -1.2294"
116,CC1=CC=CC(C)=C1,0,"18

C  2.4622  -0.9726  -0.2277
C  1.2041  -0.1895  -0.0904
C  1.2146  1.1817  0.0269
C  0.0482  1.9255  0.1557
C  -1.1763  1.3017  0.1700
C  -1.1913  -0.0737  0.0526
C  -2.5210  -0.7708  0.0665
C  -0.0268  -0.8142  -0.0758
H  3.3002  -0.2606  -0.4038
H  2.4089  -1.7388  -1.0083
H  2.7260  -1.4904  0.7362
H  2.1868  1.6608  0.0141
H  0.0850  3.0124  0.2471
H  -2.1216  1.8288  0.2679
H  -3.1982  -0.2318  0.7742
H  -2.4280  -1.8213  0.3982
H  -2.9426  -0.6559  -0.9351
H  -0.0304  -1.8915  -0.1682"
117,CC1=CC=CC(C)=C1C,0,"21

C  -2.5208  -0.1228  -0.1889
C  -1.1025  -0.5661  -0.1397
C  -0.7200  -1.8983  -0.2553
C  0.6160  -2.2774  -0.2049
C  1.5868  -1.2918  -0.0343
C  1.2322  0.0326  0.0823
C  2.2511  1.0461  0.2592
C  -0.0961  0.3806  0.0291
C  -0.4721  1.7792  0.1522
H  -2.7823  0.1616  0.8715
H  -3.1671  -0.9464  -0.5051
H  -2.6539  0.8085  -0.7737
H  -1.4842  -2.6501  -0.3871
H  0.8436  -3.3279  -0.3011
H  2.6191  -1.6040  0.0026
H  2.0308  2.0408  -0.1223
H  2.4311  1.1701  1.3686
H  3.2159  0.7239  -0.2234
H  -1.5073  1.9117  0.5545
H  -0.5217  2.2098  -0.8912
H  0.2013  2.4199  0.7068"
119,CC1=CC=CC(C)=C1O,0,"19

C  -2.5286  -0.6911  -0.1333
C  -1.2533  0.0877  -0.0407
C  -1.2223  1.4576  0.0532
C  -0.0074  2.1130  0.1355
C  1.1708  1.4053  0.1242
C  1.1545  0.0256  0.0300
C  2.4207  -0.7537  0.0166
C  -0.0596  -0.6220  -0.0517
O  -0.1004  -1.9930  -0.1460
H  -3.4079  -0.0517  -0.1351
H  -2.5410  -1.3546  0.7702
H  -2.4362  -1.3488  -1.0081
H  -2.1781  1.9758  0.0586
H  -0.0083  3.2004  0.2093
H  2.0970  1.9673  0.1911
H  2.3924  -1.4830  -0.8158
H  2.4627  -1.3582  0.9585
H  3.2821  -0.0598  -0.0618
H  0.7628  -2.5169  -0.1547"
120,CC1=CCCC(=C)C2CC(C)(C)C2CC1,0,"39

C  3.0987  2.2022  0.5404
C  2.3510  0.9140  0.5005
C  3.0441  -0.1701  0.1724
C  2.4756  -1.5231  0.0825
C  1.5090  -1.5237  -1.1001
C  0.1415  -1.8131  -0.5953
C  0.0225  -2.8867  0.1797
C  -0.9759  -0.9708  -0.9395
C  -2.0332  -1.0658  0.1744
C  -2.2759  0.4033  -0.0226
C  -2.2505  1.2094  1.2262
C  -3.5522  0.6170  -0.7967
C  -0.9871  0.4542  -0.8572
C  0.0783  1.2938  -0.3244
C  0.8835  0.9006  0.8241
H  2.4362  3.0557  0.2423
H  3.4056  2.3410  1.6108
H  3.9764  2.2199  -0.1127
H  4.1239  -0.0766  -0.0535
H  1.9441  -1.8251  1.0064
H  3.2551  -2.2850  -0.1147
H  1.7906  -2.3348  -1.8251
H  1.5893  -0.5935  -1.6758
H  0.8605  -3.5190  0.4350
H  -0.9867  -3.1249  0.5696
H  -1.4704  -1.3961  -1.8684
H  -2.8761  -1.7435  -0.0372
H  -1.5956  -1.2756  1.1778
H  -2.0507  2.2749  1.1033
H  -3.2862  1.1372  1.6694
H  -1.5807  0.7247  1.9645
H  -3.4804  -0.0148  -1.7307
H  -4.3806  0.2667  -0.1784
H  -3.6674  1.6851  -1.1233
H  -1.2991  0.9219  -1.8508
H  0.7731  1.5899  -1.1712
H  -0.4142  2.2992  -0.1090
H  0.7963  1.6669  1.6593
H  0.6082  -0.0356  1.3479"
121,CC1=CC(C)=C(C)C=C1,0,"21

C  -3.1507  0.2572  0.0416
C  -1.7005  -0.0628  -0.0468
C  -0.7574  0.8851  0.2983
C  0.6021  0.6175  0.2267
C  1.5962  1.6481  0.6015
C  1.0599  -0.6131  -0.1946
C  2.5053  -0.9263  -0.2807
C  0.1123  -1.5587  -0.5391
C  -1.2402  -1.2922  -0.4677
H  -3.7678  -0.6622  0.1532
H  -3.4651  0.7393  -0.9086
H  -3.3926  0.9037  0.9094
H  -1.1069  1.8605  0.6325
H  2.1376  1.4030  1.5288
H  1.1320  2.6455  0.7430
H  2.3240  1.7634  -0.2286
H  3.0935  -0.0907  0.1345
H  2.7590  -1.8278  0.3458
H  2.8255  -1.1086  -1.3329
H  0.4311  -2.5551  -0.8810
H  -1.9972  -2.0258  -0.7353"
122,CC1=CC(C)=CC(C)=C1,0,"21

C  -2.4431  -1.4261  -0.2879
C  -1.1651  -0.7284  -0.1449
C  -1.1641  0.6415  0.0215
C  -0.0110  1.3819  0.1641
C  -0.0561  2.8510  0.3404
C  1.1892  0.7103  0.1372
C  1.2055  -0.6739  -0.0302
C  2.4856  -1.4291  -0.0635
C  0.0462  -1.3983  -0.1710
H  -3.1160  -0.7643  -0.9079
H  -2.3660  -2.4400  -0.7263
H  -2.9447  -1.4892  0.6999
H  -2.1151  1.1783  0.0433
H  0.8126  3.3552  -0.1555
H  0.0292  3.0746  1.4232
H  -0.9961  3.2500  -0.0925
H  2.1421  1.2350  0.2444
H  2.6776  -1.8707  -1.0735
H  2.4859  -2.2737  0.6609
H  3.2958  -0.7255  0.2200
H  0.0076  -2.4588  -0.3016"
123,CC1=CC(C)=C(C)C=C1C,0,"24

C  -2.7478  -0.7072  -0.2146
C  -1.3139  -0.3339  -0.1008
C  -0.3295  -1.3159  -0.1615
C  1.0039  -0.9741  -0.0564
C  2.0933  -1.9816  -0.1147
C  1.3095  0.3636  0.1088
C  2.7433  0.7337  0.2221
C  0.3245  1.3376  0.1686
C  -1.0089  0.9968  0.0636
C  -2.1040  1.9938  0.1203
H  -3.3464  -0.3519  0.6591
H  -2.8183  -1.8143  -0.1877
H  -3.2148  -0.3003  -1.1352
H  -0.5825  -2.3566  -0.2908
H  2.5028  -2.2432  0.8657
H  2.9643  -1.6088  -0.7261
H  1.7694  -2.9205  -0.6010
H  2.8811  1.7724  0.5401
H  3.2943  0.5772  -0.7253
H  3.1869  0.0877  1.0088
H  0.5797  2.3795  0.2982
H  -2.8797  1.6281  0.8017
H  -2.5414  2.0409  -0.9198
H  -1.7658  2.9971  0.3767"
126,CC1CCCC(C)(C)C1=O,0,"26

C  2.3612  1.0964  0.2055
C  1.5316  0.0361  -0.5330
C  1.3872  -1.1494  0.3447
C  0.1299  -1.9025  0.2457
C  -1.0867  -1.1743  -0.1421
C  -0.9692  0.3166  -0.1926
C  -1.0767  0.8542  1.2071
C  -2.1617  0.8520  -0.9711
C  0.2569  0.6837  -0.8917
O  0.2821  1.5256  -1.7861
H  3.3471  0.6530  0.3611
H  1.8200  1.2829  1.1667
H  2.3999  2.0171  -0.4281
H  2.0831  -0.2338  -1.4397
H  2.2433  -1.8534  0.1237
H  1.5718  -0.8445  1.4163
H  -0.0541  -2.4150  1.2357
H  0.2685  -2.7643  -0.4712
H  -1.4695  -1.5002  -1.1530
H  -1.9467  -1.3991  0.5511
H  -2.1498  0.6937  1.5214
H  -0.4790  0.2842  1.9460
H  -0.8827  1.9301  1.2920
H  -2.8071  0.0378  -1.3589
H  -1.8220  1.4244  -1.8809
H  -2.7773  1.5487  -0.3683"
127,CC1=CCCC(C)=CC2C(CC1)C2(C)C,0,"39

C  -2.3267  -1.7030  1.5106
C  -2.0863  -0.9152  0.2747
C  -2.4893  0.3435  0.2395
C  -2.3508  1.2787  -0.8680
C  -0.9569  1.6501  -1.2790
C  -0.1063  2.1669  -0.1970
C  -0.4715  3.4217  0.4929
C  0.9745  1.5230  0.1610
C  1.3604  0.2688  -0.5116
C  0.7629  -0.8631  0.2012
C  0.0499  -1.8869  -0.5975
C  -1.3985  -1.6342  -0.8297
C  2.2545  -0.7173  0.1338
C  3.0419  -1.6168  -0.7955
C  2.9890  -0.3869  1.4109
H  -3.3206  -1.5052  1.9599
H  -2.3577  -2.8050  1.2694
H  -1.5935  -1.5710  2.3020
H  -2.9874  0.7388  1.1485
H  -2.8715  2.2260  -0.6237
H  -2.8511  0.9157  -1.7948
H  -1.0973  2.5390  -1.9744
H  -0.4835  0.9053  -1.9401
H  0.1838  4.2662  0.1290
H  -1.5071  3.7549  0.2819
H  -0.3812  3.2829  1.5847
H  1.6452  1.8685  0.9653
H  1.4285  0.3575  -1.6105
H  0.3222  -0.6765  1.2081
H  0.1814  -2.8729  -0.0799
H  0.5433  -1.9962  -1.5842
H  -1.9041  -2.6473  -0.8831
H  -1.6218  -1.1941  -1.8227
H  2.5779  -1.6876  -1.7945
H  4.0295  -1.1122  -0.9526
H  3.2544  -2.6125  -0.3415
H  4.0265  -0.1112  1.1696
H  3.0470  -1.3422  2.0026
H  2.4899  0.3497  2.0344"
128,CC1=C(C)C(C)=C(C)C=C1,0,"24

C  -2.8914  -0.7335  0.0693
C  -1.3977  -0.7630  0.0191
C  -0.6923  0.4220  0.0405
C  -1.4586  1.6907  0.1128
C  0.6885  0.4630  -0.0031
C  1.4347  1.7504  0.0210
C  1.4236  -0.7048  -0.0710
C  2.9141  -0.6807  -0.1188
C  0.7117  -1.8870  -0.0921
C  -0.6691  -1.9218  -0.0482
H  -3.3391  -0.3905  -0.8777
H  -3.3080  -1.7403  0.2803
H  -3.2142  -0.0892  0.9121
H  -1.3430  2.2145  1.0700
H  -1.0719  2.3454  -0.7224
H  -2.5229  1.5205  -0.1312
H  2.1926  1.7865  0.8328
H  0.7002  2.5531  0.2652
H  1.8714  1.9603  -0.9776
H  3.3451  0.1409  0.4828
H  3.2369  -0.6512  -1.1726
H  3.3451  -1.6230  0.3187
H  1.2777  -2.8029  -0.1450
H  -1.2335  -2.8594  -0.0650"
130,CC1=CC=CC(C)(C)CC1=O,0,"25

C  3.2210  -0.5245  0.1430
C  1.8628  0.0576  -0.0023
C  1.5371  1.1247  0.7137
C  0.2499  1.8535  0.7193
C  -0.9122  1.3750  0.3662
C  -1.2650  0.0396  -0.1159
C  -1.2194  -0.9353  1.0699
C  -2.7282  0.0104  -0.5872
C  -0.4518  -0.4684  -1.2606
C  0.9832  -0.6239  -0.9535
O  1.5395  -1.5121  -1.6477
H  3.1196  -1.4959  0.6581
H  3.9370  0.1638  0.5990
H  3.5730  -0.7736  -0.9008
H  2.3158  1.4931  1.3650
H  0.3171  2.8935  1.0597
H  -1.7243  2.0873  0.4492
H  -1.4820  -1.9635  0.7025
H  -2.0142  -0.5790  1.7748
H  -0.2588  -0.9036  1.5916
H  -2.8484  0.5616  -1.5413
H  -2.9590  -1.0637  -0.7627
H  -3.3831  0.3977  0.2148
H  -0.5576  0.2315  -2.0983
H  -0.8524  -1.4458  -1.5564"
131,CC1=CCC(C)(C)C=CCC2(C)OC2CC1,0,"40

C  -0.8432  3.6127  0.3670
C  -0.6789  2.3278  -0.3778
C  -1.6544  1.4517  -0.4130
C  -1.7631  0.1343  -1.0593
C  -1.7939  -1.0580  -0.1182
C  -1.9251  -0.6581  1.3317
C  -3.1388  -1.7740  -0.4031
C  -0.6840  -2.0151  -0.3670
C  0.5202  -2.0935  0.0674
C  1.3323  -1.2780  0.9990
C  2.5911  -0.7083  0.4678
C  3.7970  -1.5823  0.2367
O  2.9321  0.5199  1.2384
C  2.6024  0.6958  -0.0689
C  1.2156  0.8868  -0.5844
C  0.6865  2.1863  -1.0112
H  -0.4227  3.4680  1.3990
H  -1.8891  3.9325  0.4498
H  -0.2875  4.4416  -0.1147
H  -2.5799  1.7390  0.1494
H  -2.7662  0.2039  -1.6150
H  -1.0880  -0.0373  -1.9196
H  -1.4197  0.3007  1.5551
H  -1.5701  -1.4960  1.9572
H  -2.9912  -0.4993  1.5895
H  -3.0760  -2.0459  -1.4805
H  -3.9727  -1.1124  -0.1779
H  -3.1018  -2.6929  0.2022
H  -0.9757  -2.8250  -1.0874
H  1.1237  -2.9592  -0.3328
H  1.7321  -2.0761  1.7388
H  0.7548  -0.6641  1.7124
H  3.6002  -2.1798  -0.6776
H  4.6509  -0.9077  -0.0170
H  4.0639  -2.1825  1.1140
H  3.4001  0.8745  -0.8126
H  0.6387  0.6696  0.3344
H  1.1497  0.2089  -1.4240
H  1.3789  2.9739  -0.7289
H  0.4516  2.2174  -2.1188"
132,CC1=CCC(C)(C)C=CCC(C)=CCC1,0,"39

C  0.4213  3.5115  -1.1131
C  0.2675  2.1853  -0.3207
C  -0.8949  1.9151  0.2077
C  -1.4466  0.8237  0.9991
C  -2.0373  -0.3337  0.2769
C  -3.2684  0.2345  -0.4596
C  -2.6709  -1.2239  1.3664
C  -1.1877  -1.1145  -0.6102
C  -0.0922  -1.7671  -0.3969
C  0.7016  -1.9578  0.8313
C  2.1424  -1.6098  0.6126
C  3.0439  -2.7802  0.2856
C  2.6768  -0.4323  0.6733
C  2.0055  0.8659  0.9730
C  1.5269  1.4185  -0.3221
H  -0.5249  3.9820  -1.3118
H  0.8572  3.2089  -2.0921
H  1.1495  4.0819  -0.5220
H  -1.6607  2.7280  -0.0079
H  -0.8873  0.4707  1.8637
H  -2.3879  1.2481  1.5626
H  -2.9567  0.7781  -1.3657
H  -3.7693  0.9017  0.2708
H  -3.9701  -0.5989  -0.6917
H  -3.1555  -2.0845  0.8882
H  -3.5117  -0.6006  1.7888
H  -1.9609  -1.4734  2.1644
H  -1.5626  -1.1490  -1.6719
H  0.3635  -2.2922  -1.2732
H  0.6072  -3.0621  1.0737
H  0.3856  -1.4465  1.7219
H  2.6065  -3.7337  0.6006
H  3.9951  -2.6653  0.8809
H  3.3353  -2.7222  -0.7628
H  3.7651  -0.3748  0.4757
H  2.8281  1.5350  1.4071
H  1.3034  0.7886  1.7895
H  2.4016  2.0852  -0.6739
H  1.5615  0.6597  -1.1606"
